property_type,surface_covered_in_m2,price_aprox_usd,state,lat,lon
apartment,88.0,307720.67,Distrito Federal,19.472155,-99.161186
house,88.0,42159.18,Zacatecas,,
apartment,159.0,882813.0,Distrito Federal,19.446823,-99.130394
apartment,160.0,289775.66,Distrito Federal,20.6539083484,-87.0705986023
apartment,73.0,216065.81,Distrito Federal,19.3938756143,-99.1684019566
apartment,600.0,2600000.0,Distrito Federal,19.392937,-99.263313
house,300.0,207387.69,Distrito Federal,21.1295466,-86.8170132
house,350.0,176499.72,Distrito Federal,,
apartment,70.0,104664.8,Distrito Federal,19.396893,-99.190306
apartment,65.0,45191.83,Distrito Federal,19.367424,-99.185753
house,193.0,92750.2,Distrito Federal,19.398794,-99.096016
apartment,680.0,950000.0,Distrito Federal,,
apartment,97.0,38092.32,Distrito Federal,,
apartment,123.0,400000.0,Solidaridad,,
apartment,80.0,100894.61,Distrito Federal,21.161908,-86.8515279
apartment,102.0,177267.41,Distrito Federal,21.1646064,-86.8230386
apartment,44.0,65593.09,Distrito Federal,19.360243,-99.089453
apartment,81.0,112000.0,Quintana Roo,19.3605334,-99.2267067
apartment,80.0,92412.09,Distrito Federal,,
house,316.0,447941.31,Distrito Federal,19.404565,-99.081181
apartment,89.0,106953.56,Distrito Federal,20.6696089605,-87.039141655
house,150.0,147500.0,Quintana Roo,19.3934821,-99.137825
apartment,48.0,58218.56,Distrito Federal,20.6584209347,-87.073481977
apartment,158.0,250000.0,Quintana Roo,19.400004,-99.16735
apartment,70.0,34088.15,Distrito Federal,19.390415,-99.254997
apartment,63.0,13912.53,Distrito Federal,19.413464,-99.231655
apartment,109.0,289775.66,Distrito Federal,19.343679,-99.035354
house,219.0,143149.17,Distrito Federal,19.394358,-99.177444
house,600.0,816834.16,Distrito Federal,19.426948,-99.106956
apartment,173.0,411779.27,Distrito Federal,,
house,637.0,536611.83,Distrito Federal,19.32469,-99.039146
apartment,255.0,440942.03,Distrito Federal,,
house,202.0,101612.58,Distrito Federal,19.418213,-99.135169
apartment,80.0,44666.44,Distrito Federal,19.40158,-99.15333
apartment,85.0,149817.01,Distrito Federal,19.456439,-99.144414
apartment,55.0,88513.29,Distrito Federal,19.317158,-99.08683
apartment,70.0,34773.07,Distrito Federal,19.378483,-99.197672
house,294.0,158059.45,Distrito Federal,19.4563018802,-99.1472809017
apartment,144.0,313484.57,Distrito Federal,21.135905,-86.848478
house,800.0,2800000.0,Distrito Federal,19.438863,-99.172203
house,390.0,237089.17,Distrito Federal,19.436024,-99.15461
apartment,170.0,1300000.0,Distrito Federal,19.318155,-99.220718
apartment,50.0,74762.12,Distrito Federal,,
apartment,165.0,817000.0,Distrito Federal,19.34674,-99.256548
apartment,288.0,495463.43,Distrito Federal,19.2834536638,-99.0548023582
house,170.0,269291.77,Distrito Federal,19.302083,-99.230478
apartment,64.0,241936.33,Distrito Federal,19.35886,-99.175384
apartment,240.0,274496.58,Distrito Federal,20.622898,-87.0753038
apartment,70.0,44195.83,Distrito Federal,19.301865,-99.108429
apartment,60.0,238700.0,Solidaridad,19.441809,-99.156423
apartment,44.0,30400.1,Distrito Federal,,
apartment,79.0,46890.97,Distrito Federal,19.3916143,-99.1854946
apartment,75.0,81242.55,Distrito Federal,19.420156,-99.249458
apartment,180.0,400000.0,Quintana Roo,19.457982,-99.19269
apartment,30.0,84139.26,Distrito Federal,19.318989,-99.094437
apartment,90.0,55896.01,Distrito Federal,19.3818873,-99.2202827
house,160.0,294517.44,Distrito Federal,20.6353692983,-87.0701093673
house,480.0,950000.0,Distrito Federal,,
apartment,90.0,84466.97,Distrito Federal,21.129547,-86.817017
apartment,68.0,163366.83,Distrito Federal,21.1137019916,-86.758784294
apartment,80.0,306040.83,Distrito Federal,21.129547,-86.817017
house,162.0,61921.29,Quintana Roo,,
apartment,100.0,227127.32,Distrito Federal,19.317653,-99.236291
house,205.0,109939.09,Distrito Federal,19.317439,-99.12876
apartment,100.0,187037.01,Distrito Federal,19.3115869,-99.1539178
apartment,147.0,439932.13,Distrito Federal,19.2582812971,-99.067132473
apartment,70.0,54933.04,Distrito Federal,19.446053,-99.138863
apartment,50.0,34246.21,Distrito Federal,20.634004,-87.063807
house,200.0,774674.97,Distrito Federal,,
apartment,204.0,197310.88,Quintana Roo,19.308287,-99.146309
house,249.0,158096.93,Distrito Federal,,
house,97.0,73761.07,Distrito Federal,19.354476,-99.168179
house,350.0,284574.48,Quintana Roo,19.408758,-99.129474
apartment,80.0,33542.32,Distrito Federal,19.45178,-99.15709
apartment,128.0,120125.18,Distrito Federal,19.461256,-99.133059
apartment,214.0,189671.34,Distrito Federal,19.3473236,-99.2358527
house,320.0,180047.25,Distrito Federal,,
apartment,94.0,158059.45,Distrito Federal,19.2738,-99.206702
apartment,60.0,46943.65,Distrito Federal,23.634501,-102.552788
house,1500.0,5000000.0,Distrito Federal,19.3631419,-99.2880597
apartment,150.0,114661.59,Distrito Federal,21.132991,-86.851261
apartment,80.0,40129.66,Distrito Federal,19.302588,-99.048903
house,600.0,490000.0,Quintana Roo,19.392937,-99.263313
apartment,87.0,295500.0,Quintana Roo,19.39942,-99.141673
apartment,86.0,119363.18,Quintana Roo,,
apartment,70.0,52029.69,Distrito Federal,19.386815,-99.189637
apartment,56.0,114138.83,Distrito Federal,19.357967,-99.066093
store,50.0,41622.32,Distrito Federal,19.453265,-99.055316
apartment,96.0,285824.17,Distrito Federal,20.6763444674,-87.043390274
house,415.0,390358.88,Distrito Federal,19.439648,-99.08268
house,240.0,184402.69,Quintana Roo,19.442254,-99.149556
apartment,84.0,53073.5,Distrito Federal,19.4418,-99.156425
apartment,71.0,374000.0,Quintana Roo,21.161908,-86.8515279
apartment,288.0,495463.43,Distrito Federal,,
apartment,0.0,79838.95,Distrito Federal,,
house,318.0,115937.75,Quintana Roo,19.328833,-99.133163
apartment,60.0,77975.99,Distrito Federal,19.39665,-99.096159
apartment,117.0,274034.68,Distrito Federal,19.473907,-99.177444
apartment,64.0,94858.16,Distrito Federal,21.101844,-86.861949
apartment,46.0,15226.39,Quintana Roo,20.209438,-87.467918
house,180.0,60589.45,Quintana Roo,20.202132,-87.461294
apartment,98.0,52686.48,Distrito Federal,19.3557382377,-99.2755362747
apartment,240.0,1000000.0,Distrito Federal,19.382013,-99.188522
house,172.0,148049.01,Distrito Federal,19.386852,-99.194748
apartment,120.0,175902.62,Distrito Federal,19.354509,-99.149765
apartment,84.0,49638.57,Distrito Federal,19.307617,-99.239838
apartment,160.0,626379.0,Distrito Federal,19.465454,-99.162665
apartment,0.0,79048.46,Distrito Federal,20.626583,-87.078659
apartment,250.0,605894.56,Distrito Federal,19.350505,-99.299062
apartment,257.0,680000.0,Quintana Roo,,
apartment,54.0,34246.21,Distrito Federal,,
apartment,10.0,68228.99,Distrito Federal,19.386134,-99.265612
apartment,221.0,574418.86,Distrito Federal,,
apartment,70.0,90108.85,Distrito Federal,19.400876,-99.161186
apartment,91.0,269996.62,Distrito Federal,19.317653,-99.236291
apartment,305.0,842983.74,Distrito Federal,19.432657,-99.177444
apartment,285.0,900000.0,Distrito Federal,20.201756,-87.460538
apartment,50.0,39594.53,Distrito Federal,,
house,150.0,644144.95,Distrito Federal,19.374413,-99.105499
apartment,175.0,102738.64,Quintana Roo,20.613375,-87.089897
apartment,294.0,895882.62,Distrito Federal,19.302678,-99.170213
house,120.0,89040.15,Quintana Roo,19.359901,-99.189606
house,90.0,49244.26,Distrito Federal,19.430525,-99.172792
apartment,70.0,53577.1,Distrito Federal,,
house,260.0,147803.03,Distrito Federal,19.371132,-99.173156
house,43.0,19551.95,Quintana Roo,19.472291,-99.129577
apartment,75.0,55531.55,Distrito Federal,,
house,164.0,94835.67,Quintana Roo,19.356881,-99.260185
apartment,235.0,426861.72,Distrito Federal,19.376589,-99.153107
apartment,60.0,27818.46,Distrito Federal,19.377169,-99.187643
apartment,50.0,50936.23,Distrito Federal,19.4301322,-99.1691413
house,200.0,147522.15,Quintana Roo,19.473623,-99.124863
apartment,62.0,135000.0,Quintana Roo,21.161908,-86.8515279
house,492.0,104870.07,Distrito Federal,19.430132,-99.169144
apartment,135.0,337720.36,Distrito Federal,19.353021,-99.131576
apartment,70.0,64488.25,Distrito Federal,19.329553,-99.139745
apartment,75.0,68070.93,Distrito Federal,,
house,443.0,368892.84,Distrito Federal,19.4105829791,-99.066362679
house,255.0,136984.85,Distrito Federal,19.470991,-99.168165
apartment,80.0,144624.39,Distrito Federal,,
apartment,80.0,44794.13,Distrito Federal,19.401079,-99.24807
house,175.0,127764.72,Quintana Roo,20.5138888,-87.2394444
apartment,60.0,28984.43,Distrito Federal,20.6539404736,-87.0877819072
house,234.0,171652.56,Distrito Federal,19.410307,-99.065399
house,250.0,258926.82,Distrito Federal,19.367307,-99.141429
house,255.0,147030.14,Distrito Federal,19.346281,-99.079687
apartment,75.0,39524.23,Quintana Roo,23.634501,-102.552788
house,80.0,42955.29,Distrito Federal,19.39868,-99.132459
house,0.0,1027630.07,Distrito Federal,,
house,201.0,572620.77,Distrito Federal,21.1378868,-86.8278472
house,180.0,271060.42,Distrito Federal,19.401209,-99.115341
house,173.0,226551.88,Distrito Federal,19.449634,-99.133323
house,261.0,187037.01,Distrito Federal,19.400959,-99.162199
apartment,80.0,52440.59,Distrito Federal,19.4284521912,-99.1680693626
apartment,47.0,16967.15,Distrito Federal,19.451682,-99.126111
apartment,168.0,399458.25,Distrito Federal,21.1674043169,-86.8097276686
house,134.0,63223.78,Distrito Federal,,
house,100.0,283980.14,Distrito Federal,19.298168,-99.113106
apartment,289.0,700000.0,Quintana Roo,,
apartment,170.0,1150000.0,Distrito Federal,19.452676,-99.054423
apartment,96.0,156958.3,Distrito Federal,,
house,343.0,922232.11,Distrito Federal,19.4368736,-99.1973268
apartment,50.0,26595.29,Distrito Federal,19.383251,-99.105499
apartment,143.0,245750.0,Quintana Roo,20.626583,-87.078659
house,215.0,184446.42,Quintana Roo,21.139086,-86.84964
house,160.0,222547.7,Distrito Federal,19.317698,-99.061256
apartment,69.0,36353.67,Distrito Federal,,
apartment,97.0,197574.31,Distrito Federal,20.665211,-87.03487
apartment,70.0,46838.28,Distrito Federal,,
apartment,136.0,368365.85,Distrito Federal,23.634501,-102.552788
house,260.0,147803.03,Distrito Federal,19.3908901686,-99.2645967007
apartment,110.0,114425.39,Distrito Federal,19.501613,-99.11115
apartment,50.0,26870.1,Distrito Federal,,
house,193.0,65873.72,Distrito Federal,19.385867,-99.148503
apartment,85.0,67069.89,Distrito Federal,,
house,568.0,1053729.67,Distrito Federal,19.348694,-99.16291
apartment,203.0,176225.38,Quintana Roo,19.360048,-99.299593
house,190.0,242182.16,Distrito Federal,19.465454,-99.162665
apartment,70.0,49734.13,Quintana Roo,20.648594,-87.059929
apartment,79.0,53582.15,Distrito Federal,19.443357,-99.207884
apartment,120.0,121178.91,Distrito Federal,,
house,900.0,1295000.0,Quintana Roo,19.33225,-99.244048
apartment,85.0,48203.12,Distrito Federal,19.516777,-99.160149
apartment,80.0,71653.61,Distrito Federal,19.474655,-99.189277
house,207.0,155461.98,Quintana Roo,,
house,250.0,115910.26,Quintana Roo,19.3706856,-99.1409936
apartment,50.0,13171.62,Distrito Federal,19.383823,-99.254311
apartment,42.0,65624.33,Distrito Federal,,
apartment,60.0,41569.63,Distrito Federal,19.438054,-99.126348
apartment,65.0,80399.57,Distrito Federal,21.0781882977,-86.8469104171
apartment,108.0,225002.92,Distrito Federal,19.338132,-99.161876
house,980.0,1517730.57,Distrito Federal,,
house,260.0,850000.0,Quintana Roo,19.280588,-99.155304
house,0.0,79029.72,Quintana Roo,19.343424,-99.135933
apartment,180.0,97914.7,Distrito Federal,19.214554,-99.20929
apartment,60.0,33990.84,Distrito Federal,19.383446,-99.137643
apartment,360.0,948356.7,Distrito Federal,20.36563,-87.336335
apartment,75.0,40578.21,Distrito Federal,19.473415,-99.143539
apartment,68.0,36625.78,Distrito Federal,19.394073,-99.153915
apartment,280.0,558609.16,Distrito Federal,19.380465,-99.154459
house,150.0,137860.52,Distrito Federal,19.358585,-99.185753
apartment,90.0,59066.81,Distrito Federal,20.630901,-87.069916
apartment,55.0,13849.69,Distrito Federal,19.390415,-99.254997
apartment,69.0,79048.46,Distrito Federal,19.4805668,-99.2058279
apartment,70.0,55882.81,Distrito Federal,19.321156,-99.133879
house,634.0,1580594.51,Distrito Federal,19.391216,-99.16882
apartment,70.0,53158.13,Distrito Federal,21.129547,-86.817017
apartment,670.0,175417.29,Distrito Federal,19.281423,-99.141801
house,350.0,395148.62,Distrito Federal,19.452689,-99.117987
house,193.0,94308.8,Distrito Federal,19.409369,-99.171906
apartment,70.0,77449.13,Distrito Federal,19.376222,-99.159994
apartment,142.0,138241.43,Quintana Roo,19.399671,-99.09683
house,272.0,534894.62,Distrito Federal,19.382013,-99.188522
apartment,90.0,70801.04,Distrito Federal,,
apartment,112.0,112600.11,Distrito Federal,20.634632,-87.064295
apartment,98.0,71653.61,Distrito Federal,19.410826,-99.143757
apartment,45.0,18719.5,Distrito Federal,19.2990233,-99.0436467
apartment,65.0,53740.21,Distrito Federal,20.7574476436,-87.0330804703
house,430.0,308289.02,Distrito Federal,19.271181,-99.137314
house,413.0,948581.6,Distrito Federal,,
apartment,79.0,135057.59,Distrito Federal,19.4570650173,-99.1744969413
apartment,60.0,42622.93,Distrito Federal,,
house,200.0,176499.72,Distrito Federal,19.316215,-99.131567
house,311.0,208111.61,Distrito Federal,19.436561,-99.15195
house,421.0,1370173.43,Distrito Federal,21.1534511,-86.824384
house,350.0,360988.0,Distrito Federal,19.445744,-99.174986
apartment,80.0,107470.76,Distrito Federal,19.3192658,-99.0722666
apartment,180.0,97914.7,Distrito Federal,19.473632,-99.122532
apartment,58.0,88007.29,Distrito Federal,19.405298,-99.164986
apartment,95.0,178633.52,Distrito Federal,19.455641,-99.137279
apartment,81.0,294000.0,Quintana Roo,,
house,0.0,73761.07,Quintana Roo,20.6193040571,-87.0878371596
apartment,65.0,105899.83,Distrito Federal,19.354509,-99.149765
apartment,80.0,136984.85,Distrito Federal,20.4310062,-86.9080654
apartment,260.0,2371454.01,Distrito Federal,19.406622,-99.124168
apartment,110.0,166000.0,Solidaridad,21.152956457,-86.8198013306
apartment,49.0,58165.87,Distrito Federal,19.2778888,-99.1435327
apartment,80.0,163328.09,Distrito Federal,19.368441,-99.153442
apartment,70.0,84298.37,Distrito Federal,19.405298,-99.164986
house,260.0,155477.81,Distrito Federal,19.4061391,-99.1743656
apartment,221.0,581796.71,Distrito Federal,21.121975,-86.760889
apartment,92.0,44572.76,Distrito Federal,19.516777,-99.160149
apartment,70.0,92023.21,Distrito Federal,19.385225,-99.168683
house,70.0,37398.62,Distrito Federal,19.394073,-99.153915
apartment,440.0,835000.0,Distrito Federal,,
house,446.0,300384.17,Distrito Federal,,
apartment,120.0,226605.6,Distrito Federal,19.47449,-99.177268
house,120.0,168636.73,Distrito Federal,19.4362023256,-99.2043113708
apartment,81.0,258416.66,Distrito Federal,19.3924296,-99.1584618
house,319.0,248230.26,Distrito Federal,19.275795,-99.207846
apartment,80.0,59746.47,Distrito Federal,,
apartment,60.0,31988.27,Distrito Federal,,
apartment,210.0,100104.31,Distrito Federal,19.374036,-99.153362
apartment,93.0,224000.0,Quintana Roo,21.176652,-86.879938
house,360.0,231082.91,Distrito Federal,20.6601162572,-87.064774856
apartment,54.0,184446.42,Distrito Federal,19.471883,-99.094515
apartment,112.0,271689.58,Distrito Federal,21.161908,-86.8515279
house,402.0,850000.0,Solidaridad,19.291594,-99.052963
apartment,65.0,29438.36,Distrito Federal,19.320576,-99.20929
apartment,85.0,192305.66,Distrito Federal,19.371211,-99.025197
apartment,65.0,57691.69,Distrito Federal,21.161908,-86.8515279
apartment,89.0,50052.15,Distrito Federal,19.318989,-99.094437
apartment,60.0,27676.2,Distrito Federal,19.364245,-99.302638
apartment,95.0,81669.1,Distrito Federal,,
house,160.0,121207.64,Quintana Roo,19.356903,-99.188043
apartment,174.0,89430.16,Distrito Federal,19.3324283,-99.0612554
apartment,135.0,265000.0,Quintana Roo,19.394358,-99.177444
house,420.0,553339.27,Distrito Federal,,
apartment,60.0,27923.83,Distrito Federal,19.404442,-99.162688
apartment,91.0,90747.64,Distrito Federal,23.634501,-102.552788
apartment,100.0,50052.15,Distrito Federal,20.6295586,-87.0738851
apartment,75.0,54267.07,Distrito Federal,19.3731619,-99.1303962
apartment,111.0,341882.59,Distrito Federal,19.401819,-99.184615
house,646.0,526989.78,Distrito Federal,19.416834,-99.101603
apartment,60.0,36269.27,Distrito Federal,19.375972,-99.159974
apartment,104.0,97224.1,Distrito Federal,19.471399,-99.135734
apartment,85.0,339000.0,Quintana Roo,19.416306029,-99.1460050642
house,260.0,179134.04,Distrito Federal,19.317534,-99.058491
apartment,70.0,49055.95,Quintana Roo,,
house,163.0,330923.8,Distrito Federal,,
apartment,252.0,650000.0,Quintana Roo,,
apartment,365.0,850000.0,Distrito Federal,19.516454,-99.127267
apartment,60.0,39251.43,Distrito Federal,21.158964,-86.845937
house,42.0,18494.0,Distrito Federal,19.4195256,-99.162549
house,210.0,114620.27,Quintana Roo,19.451919,-99.131919
house,410.0,434766.56,Distrito Federal,19.376478,-99.127012
house,400.0,750000.0,Distrito Federal,19.405298,-99.164986
house,330.0,198188.63,Benito Juárez,19.281892,-99.228522
house,319.0,248230.26,Distrito Federal,,
house,350.0,495000.0,Quintana Roo,21.129547,-86.817017
house,450.0,184446.42,Quintana Roo,21.1295466,-86.8170132
apartment,400.0,1100000.0,Distrito Federal,20.626583,-87.078659
house,500.0,1300000.0,Quintana Roo,21.139086,-86.84964
apartment,100.0,180187.77,Distrito Federal,19.340288,-99.235653
apartment,85.0,55833.44,Distrito Federal,19.407187,-99.172405
apartment,67.0,55847.67,Distrito Federal,,
apartment,150.0,415696.35,Distrito Federal,19.379571,-99.146668
apartment,97.0,194939.99,Distrito Federal,19.446829,-99.159454
house,91.0,120000.0,Quintana Roo,19.341809,-99.243121
apartment,159.0,492618.62,Distrito Federal,19.3910737,-99.1657372
house,269.0,711267.53,Distrito Federal,18.494411,-88.291207
apartment,65.0,106036.81,Distrito Federal,19.408904,-99.174556
house,198.0,167266.55,Distrito Federal,19.444584,-99.174675
apartment,210.0,750000.0,Distrito Federal,20.683013178,-87.0478286594
apartment,100.0,394621.76,Distrito Federal,19.33247,-99.144753
house,485.0,753595.38,Distrito Federal,19.339013,-99.182597
apartment,87.0,263190.06,Distrito Federal,19.281423,-99.141801
house,1000.0,1159102.64,Distrito Federal,19.351912,-99.190111
house,70.0,49999.47,Distrito Federal,19.478311,-99.210655
apartment,65.0,35511.11,Distrito Federal,19.350054,-99.123847
apartment,244.0,621847.94,Quintana Roo,,
